Area Code,State,Market,Market Size,Profit,Margin,Sales,COGS,Total Expenses,Marketing,Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type,Customer_ID,Age,Gender,Annual_Income,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Satisfaction_Score,Last_Purchase_Days_Ago,Email_Opt_In,Promotion_Response,Target_Churn
203,Connecticut,East,Small Market,-3.0,76.0,140.0,55.0,78.0,49.0,627.0,10.0,50.0,70.0,120.0,5,12/01/11 00:00:00,Espresso,Caffe Mocha,Regular,24,55,Other,158.45,5084.93,12,78,288.48,2,1,2,323,False,Unsubscribed,True
203,Connecticut,East,Small Market,29.0,75.0,130.0,55.0,46.0,18.0,305.0,40.0,50.0,70.0,120.0,6,02/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,25,43,Other,148.14,6246.33,9,24,352.98,7,1,4,119,True,Unsubscribed,True
203,Connecticut,East,Small Market,22.0,65.0,113.0,48.0,43.0,15.0,334.0,40.0,40.0,70.0,110.0,6,05/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,26,31,Female,29.67,8346.59,6,60,167.05,5,2,1,35,True,Unsubscribed,False
203,Connecticut,East,Small Market,16.0,57.0,100.0,43.0,41.0,14.0,388.0,20.0,40.0,50.0,90.0,6,07/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,27,26,Other,91.32,5689.51,9,74,456.01,2,4,2,352,True,Unsubscribed,True
203,Connecticut,East,Small Market,16.0,56.0,98.0,42.0,40.0,13.0,384.0,20.0,40.0,50.0,90.0,6,08/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,28,27,Male,50.14,1000.6,3,80,210.02,8,3,1,317,False,Unsubscribed,False
203,Connecticut,East,Small Market,47.0,75.0,145.0,55.0,47.0,18.0,312.0,40.0,50.0,70.0,120.0,6,01/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,29,38,Male,167.94,9811.7,13,12,83.09,9,4,5,128,False,Ignored,True
203,Connecticut,East,Small Market,39.0,71.0,132.0,53.0,45.0,17.0,299.0,40.0,50.0,70.0,120.0,6,03/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,30,69,Female,146.1,2533.91,7,10,114.05,6,4,1,31,False,Unsubscribed,False
203,Connecticut,East,Small Market,22.0,56.0,97.0,42.0,37.0,13.0,384.0,20.0,40.0,50.0,90.0,6,08/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,31,34,Male,178.95,7134.0,17,63,107.41,7,1,4,274,False,Ignored,True
203,Connecticut,East,Small Market,31.0,64.0,118.0,47.0,43.0,15.0,375.0,50.0,30.0,60.0,90.0,6,10/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,32,69,Female,193.98,5100.62,18,66,124.56,5,4,1,325,True,Responded,True
203,Connecticut,East,Small Market,39.0,71.0,132.0,53.0,45.0,17.0,380.0,40.0,50.0,70.0,120.0,6,11/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,33,23,Male,159.45,4839.85,4,91,198.0,1,4,1,193,False,Ignored,True
203,Connecticut,East,Small Market,31.0,65.0,121.0,49.0,44.0,16.0,392.0,40.0,40.0,70.0,110.0,6,12/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,34,33,Male,198.96,2515.01,5,12,237.82,5,4,5,253,True,Unsubscribed,True
203,Connecticut,East,Small Market,39.0,104.0,189.0,85.0,65.0,32.0,476.0,40.0,60.0,80.0,140.0,9,03/01/10 00:00:00,Herbal Tea,Lemon,Decaf,35,65,Female,130.66,7249.29,11,96,275.72,4,2,5,196,False,Responded,True
203,Connecticut,East,Small Market,32.0,93.0,169.0,76.0,61.0,28.0,580.0,40.0,50.0,80.0,130.0,9,06/01/10 00:00:00,Herbal Tea,Lemon,Decaf,36,18,Other,26.68,1216.6,18,49,469.63,2,1,3,188,False,Unsubscribed,True
203,Connecticut,East,Small Market,50.0,98.0,190.0,80.0,64.0,30.0,494.0,30.0,60.0,70.0,130.0,9,04/01/11 00:00:00,Herbal Tea,Lemon,Decaf,37,36,Female,22.57,9905.49,19,59,289.28,2,3,1,102,False,Responded,True
203,Connecticut,East,Small Market,36.0,83.0,160.0,67.0,59.0,25.0,599.0,20.0,50.0,60.0,110.0,9,09/01/11 00:00:00,Herbal Tea,Lemon,Decaf,38,53,Female,81.58,8469.2,5,76,98.03,2,0,2,216,True,Ignored,False
203,Connecticut,East,Small Market,50.0,98.0,189.0,79.0,64.0,30.0,593.0,30.0,40.0,50.0,90.0,9,10/01/11 00:00:00,Herbal Tea,Lemon,Decaf,39,42,Other,168.22,5391.64,16,2,233.12,6,1,5,260,True,Unsubscribed,False
203,Connecticut,East,Small Market,46.0,89.0,163.0,74.0,43.0,22.0,949.0,50.0,50.0,70.0,120.0,10,03/01/10 00:00:00,Herbal Tea,Mint,Decaf,40,67,Male,175.9,4303.07,18,73,92.72,1,2,5,360,True,Responded,False
203,Connecticut,East,Small Market,68.0,90.0,176.0,75.0,44.0,23.0,956.0,50.0,50.0,70.0,120.0,10,02/01/11 00:00:00,Herbal Tea,Mint,Decaf,41,69,Female,192.95,2936.0,14,26,456.43,3,3,4,263,True,Unsubscribed,False
203,Connecticut,East,Small Market,52.0,80.0,147.0,68.0,39.0,21.0,998.0,40.0,50.0,60.0,110.0,10,05/01/11 00:00:00,Herbal Tea,Mint,Decaf,42,47,Female,31.72,5065.76,17,31,92.5,9,0,1,202,True,Responded,True
203,Connecticut,East,Small Market,49.0,74.0,145.0,62.0,41.0,19.0,1059.0,40.0,40.0,60.0,100.0,10,09/01/11 00:00:00,Herbal Tea,Mint,Decaf,43,37,Female,28.02,8806.23,9,34,309.17,6,1,1,273,False,Responded,False
203,Connecticut,East,Small Market,52.0,77.0,151.0,65.0,42.0,20.0,1053.0,50.0,30.0,50.0,80.0,10,10/01/11 00:00:00,Herbal Tea,Mint,Decaf,44,37,Male,184.39,2822.56,14,88,293.2,7,0,1,121,False,Ignored,True
203,Connecticut,East,Small Market,53.0,76.0,148.0,63.0,40.0,19.0,1075.0,40.0,40.0,60.0,100.0,10,12/01/11 00:00:00,Herbal Tea,Mint,Decaf,45,32,Male,74.91,5055.32,12,21,315.34,8,2,4,276,False,Unsubscribed,True
203,Connecticut,East,Small Market,43.0,68.0,115.0,47.0,25.0,13.0,821.0,60.0,40.0,80.0,120.0,11,04/01/10 00:00:00,Tea,Darjeeling,Regular,46,57,Other,120.44,2422.04,3,50,38.72,3,4,2,84,False,Ignored,True
203,Connecticut,East,Small Market,32.0,52.0,87.0,35.0,20.0,9.0,894.0,50.0,30.0,60.0,90.0,11,07/01/10 00:00:00,Tea,Darjeeling,Regular,47,50,Female,196.84,3437.78,18,9,151.77,1,0,2,277,True,Responded,False
203,Connecticut,East,Small Market,28.0,49.0,83.0,34.0,21.0,9.0,890.0,40.0,30.0,50.0,80.0,11,08/01/10 00:00:00,Tea,Darjeeling,Regular,48,19,Other,92.08,1983.58,7,65,183.3,8,1,2,234,False,Responded,False
203,Connecticut,East,Small Market,41.0,64.0,108.0,44.0,23.0,12.0,886.0,50.0,40.0,70.0,110.0,11,09/01/10 00:00:00,Tea,Darjeeling,Regular,49,27,Other,139.86,9906.34,3,35,462.35,3,2,3,322,True,Responded,True
203,Connecticut,East,Small Market,46.0,55.0,91.0,37.0,20.0,10.0,876.0,40.0,30.0,60.0,90.0,11,06/01/11 00:00:00,Tea,Darjeeling,Regular,50,50,Female,92.16,5757.82,12,31,308.21,7,2,4,287,False,Unsubscribed,True
206,Washington,West,Small Market,38.0,77.0,130.0,53.0,39.0,16.0,338.0,70.0,60.0,100.0,160.0,2,01/01/10 00:00:00,Coffee,Columbian,Regular,51,49,Female,158.28,7354.87,15,85,405.83,5,2,4,352,True,Responded,False
206,Washington,West,Small Market,48.0,89.0,150.0,61.0,41.0,19.0,325.0,80.0,70.0,110.0,180.0,2,03/01/10 00:00:00,Coffee,Columbian,Regular,52,28,Other,114.99,1072.67,9,38,253.05,4,4,3,168,False,Ignored,True
206,Washington,West,Small Market,56.0,99.0,167.0,68.0,43.0,21.0,438.0,110.0,90.0,140.0,230.0,2,10/01/10 00:00:00,Coffee,Columbian,Regular,53,41,Male,62.75,3724.56,18,23,204.68,6,4,1,86,True,Ignored,False
206,Washington,West,Small Market,59.0,77.0,145.0,53.0,41.0,16.0,338.0,70.0,60.0,100.0,160.0,2,01/01/11 00:00:00,Coffee,Columbian,Regular,54,53,Other,68.84,8937.13,8,62,246.96,4,1,2,110,False,Unsubscribed,True
206,Washington,West,Small Market,80.0,100.0,180.0,69.0,46.0,22.0,340.0,90.0,80.0,130.0,210.0,2,04/01/11 00:00:00,Coffee,Columbian,Regular,55,29,Male,66.45,935.94,10,43,395.71,3,2,5,37,False,Responded,False
206,Washington,West,Small Market,91.0,114.0,191.0,79.0,45.0,25.0,425.0,110.0,90.0,150.0,240.0,2,06/01/11 00:00:00,Coffee,Columbian,Regular,56,68,Male,115.82,1738.28,12,49,54.59,5,3,2,130,True,Responded,False
206,Washington,West,Small Market,15.0,128.0,220.0,92.0,113.0,83.0,541.0,60.0,110.0,160.0,270.0,3,02/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf,57,46,Other,146.57,6291.63,5,87,477.3,7,2,4,4,True,Responded,True
206,Washington,West,Small Market,16.0,132.0,227.0,95.0,116.0,86.0,532.0,70.0,110.0,170.0,280.0,3,03/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf,58,52,Female,190.87,6265.61,11,21,305.74,2,1,3,171,True,Ignored,False
206,Washington,West,Small Market,17.0,132.0,227.0,95.0,115.0,86.0,554.0,70.0,110.0,170.0,280.0,3,04/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf,59,18,Other,144.94,8398.45,3,44,101.25,8,2,3,21,False,Unsubscribed,False
206,Washington,West,Small Market,24.0,154.0,264.0,110.0,130.0,100.0,665.0,90.0,130.0,200.0,330.0,3,06/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf,60,18,Other,160.61,9361.38,8,8,31.44,5,2,4,108,False,Ignored,True
206,Washington,West,Small Market,34.0,184.0,317.0,133.0,150.0,120.0,705.0,100.0,160.0,230.0,390.0,3,08/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf,61,54,Male,50.41,1505.67,8,66,72.76,7,3,4,86,True,Responded,True
206,Washington,West,Small Market,24.0,132.0,242.0,95.0,116.0,86.0,532.0,70.0,110.0,170.0,280.0,3,03/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,62,23,Other,87.33,2667.8,1,46,62.48,3,1,3,209,True,Unsubscribed,False
206,Washington,West,Small Market,33.0,154.0,262.0,110.0,121.0,100.0,665.0,90.0,130.0,200.0,330.0,3,06/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,63,56,Female,94.48,4331.87,5,31,207.3,9,2,4,251,False,Ignored,False
206,Washington,West,Small Market,43.0,173.0,294.0,124.0,132.0,112.0,717.0,100.0,150.0,220.0,370.0,3,07/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,64,58,Other,143.55,108.94,11,13,349.08,0,4,2,65,True,Responded,False
206,Washington,West,Small Market,24.0,130.0,238.0,93.0,114.0,84.0,692.0,60.0,110.0,160.0,270.0,3,09/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,65,35,Other,73.26,791.16,9,70,132.59,2,0,3,137,True,Unsubscribed,False
206,Washington,West,Small Market,25.0,134.0,245.0,96.0,117.0,87.0,683.0,100.0,140.0,190.0,330.0,3,10/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,66,33,Male,74.59,2342.26,13,57,198.67,8,3,3,105,True,Ignored,False
206,Washington,West,Small Market,30.0,145.0,266.0,105.0,125.0,95.0,716.0,50.0,120.0,170.0,290.0,3,12/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf,67,22,Female,84.06,4862.91,7,22,286.46,5,3,5,261,True,Responded,True
206,Washington,West,Small Market,0.0,87.0,150.0,63.0,87.0,57.0,506.0,10.0,40.0,60.0,100.0,13,03/01/10 00:00:00,Tea,Green Tea,Regular,68,59,Female,165.85,2590.08,3,70,408.6,1,1,2,4,False,Unsubscribed,True
206,Washington,West,Small Market,-8.0,61.0,105.0,44.0,69.0,39.0,617.0,10.0,20.0,50.0,70.0,13,08/01/10 00:00:00,Tea,Green Tea,Regular,69,60,Male,123.97,8779.15,12,17,307.76,6,4,2,323,False,Ignored,True
206,Washington,West,Small Market,0.0,84.0,144.0,60.0,84.0,54.0,606.0,10.0,20.0,40.0,60.0,13,10/01/10 00:00:00,Tea,Green Tea,Regular,70,49,Female,33.55,3310.3,13,44,100.75,8,4,1,259,False,Responded,False
206,Washington,West,Small Market,1.0,86.0,147.0,61.0,85.0,55.0,613.0,0.0,40.0,60.0,100.0,13,11/01/10 00:00:00,Tea,Green Tea,Regular,71,19,Female,34.08,9253.77,16,24,129.65,1,4,5,262,False,Unsubscribed,False
206,Washington,West,Small Market,0.0,87.0,160.0,63.0,87.0,57.0,521.0,10.0,40.0,60.0,100.0,13,04/01/11 00:00:00,Tea,Green Tea,Regular,72,19,Other,86.83,9750.39,9,41,191.99,3,1,4,307,False,Responded,True
206,Washington,West,Small Market,3.0,90.0,153.0,64.0,82.0,58.0,551.0,10.0,40.0,60.0,100.0,13,05/01/11 00:00:00,Tea,Green Tea,Regular,73,57,Male,157.99,4553.63,9,38,248.66,7,1,3,182,True,Responded,True
206,Washington,West,Small Market,3.0,87.0,159.0,62.0,85.0,56.0,612.0,10.0,40.0,60.0,100.0,13,09/01/11 00:00:00,Tea,Green Tea,Regular,74,59,Female,143.96,2348.58,14,49,443.26,0,1,5,42,False,Unsubscribed,False
206,Washington,West,Small Market,0.0,84.0,153.0,60.0,84.0,54.0,606.0,10.0,20.0,40.0,60.0,13,10/01/11 00:00:00,Tea,Green Tea,Regular,75,53,Male,147.44,2987.49,1,40,130.87,2,2,1,138,False,Responded,False
206,Washington,West,Small Market,16.0,72.0,130.0,58.0,56.0,22.0,338.0,20.0,50.0,70.0,120.0,5,05/01/10 00:00:00,Espresso,Caffe Mocha,Regular,76,56,Other,158.1,7785.7,1,39,464.56,0,2,1,267,False,Unsubscribed,True
206,Washington,West,Small Market,18.0,74.0,133.0,59.0,56.0,22.0,403.0,20.0,50.0,70.0,120.0,5,07/01/10 00:00:00,Espresso,Caffe Mocha,Regular,77,29,Female,71.69,2806.16,16,44,388.99,5,3,2,284,False,Unsubscribed,True
206,Washington,West,Small Market,20.0,66.0,134.0,54.0,56.0,20.0,312.0,20.0,50.0,60.0,110.0,5,01/01/11 00:00:00,Espresso,Caffe Mocha,Regular,78,64,Male,118.69,3867.77,18,49,166.56,4,3,3,104,True,Unsubscribed,True
206,Washington,West,Small Market,18.0,65.0,126.0,53.0,53.0,20.0,306.0,20.0,50.0,60.0,110.0,5,02/01/11 00:00:00,Espresso,Caffe Mocha,Regular,79,36,Female,117.8,4837.9,13,1,483.73,5,0,1,162,True,Ignored,False
206,Washington,West,Small Market,22.0,70.0,135.0,57.0,55.0,21.0,313.0,30.0,50.0,70.0,120.0,5,04/01/11 00:00:00,Espresso,Caffe Mocha,Regular,80,45,Male,153.13,5793.6,17,10,190.7,6,0,4,85,True,Responded,False
206,Washington,West,Small Market,19.0,67.0,129.0,54.0,54.0,20.0,391.0,20.0,50.0,60.0,110.0,5,11/01/11 00:00:00,Espresso,Caffe Mocha,Regular,81,18,Other,192.24,9961.39,12,16,342.92,7,3,2,8,True,Responded,True
206,Washington,West,Small Market,39.0,81.0,150.0,69.0,42.0,21.0,965.0,60.0,60.0,80.0,140.0,6,01/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,82,32,Other,70.04,2398.88,16,53,468.91,0,0,5,219,True,Responded,False
206,Washington,West,Small Market,39.0,82.0,151.0,69.0,43.0,21.0,965.0,60.0,60.0,80.0,140.0,6,04/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,83,53,Female,162.79,3598.89,1,54,396.71,7,2,3,87,False,Unsubscribed,True
206,Washington,West,Small Market,47.0,92.0,170.0,78.0,45.0,24.0,995.0,60.0,70.0,90.0,160.0,6,05/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,84,30,Female,138.79,2702.62,15,5,444.39,7,3,2,8,True,Unsubscribed,True
206,Washington,West,Small Market,71.0,123.0,226.0,103.0,52.0,31.0,1073.0,90.0,90.0,120.0,210.0,6,08/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,85,60,Male,124.44,3675.02,5,29,89.22,4,1,5,112,False,Unsubscribed,True
206,Washington,West,Small Market,53.0,99.0,182.0,83.0,46.0,25.0,1063.0,70.0,70.0,100.0,170.0,6,09/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,86,38,Female,159.48,1097.96,19,36,325.33,8,4,1,227,True,Ignored,True
206,Washington,West,Small Market,45.0,89.0,164.0,75.0,44.0,23.0,1063.0,40.0,70.0,80.0,150.0,6,11/01/10 00:00:00,Espresso,Decaf Espresso,Decaf,87,29,Other,189.93,3662.12,18,21,49.15,8,1,1,303,False,Ignored,True
206,Washington,West,Small Market,59.0,84.0,165.0,71.0,44.0,22.0,950.0,50.0,60.0,80.0,140.0,6,03/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,88,22,Other,26.6,8889.86,9,7,490.18,4,0,2,240,False,Responded,False
206,Washington,West,Small Market,58.0,82.0,161.0,69.0,43.0,21.0,965.0,60.0,60.0,80.0,140.0,6,04/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,89,24,Other,46.53,3056.04,5,42,352.16,3,1,1,111,False,Responded,True
206,Washington,West,Small Market,65.0,92.0,168.0,78.0,42.0,24.0,995.0,60.0,70.0,90.0,160.0,6,05/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,90,22,Female,156.13,3782.15,11,32,61.07,3,3,2,269,True,Unsubscribed,False
206,Washington,West,Small Market,79.0,99.0,194.0,83.0,46.0,25.0,1063.0,70.0,70.0,100.0,170.0,6,09/01/11 00:00:00,Espresso,Decaf Espresso,Decaf,91,65,Male,35.08,9450.29,2,90,398.57,1,3,4,276,True,Responded,False
206,Washington,West,Small Market,115.0,186.0,310.0,124.0,71.0,40.0,961.0,120.0,100.0,170.0,270.0,8,01/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,92,21,Other,112.9,7310.95,2,81,236.53,9,0,1,340,True,Unsubscribed,False
206,Washington,West,Small Market,121.0,195.0,325.0,130.0,74.0,42.0,945.0,120.0,110.0,170.0,280.0,8,02/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,93,30,Other,59.57,5215.71,15,69,48.96,6,3,3,23,True,Responded,True
206,Washington,West,Small Market,115.0,186.0,309.0,123.0,71.0,40.0,932.0,120.0,100.0,170.0,270.0,8,03/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,94,54,Female,69.37,7794.21,19,14,404.14,2,1,1,335,True,Unsubscribed,False
206,Washington,West,Small Market,98.0,165.0,275.0,110.0,67.0,36.0,1020.0,100.0,90.0,150.0,240.0,8,05/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,95,58,Female,146.33,1319.48,4,34,27.27,4,4,3,325,False,Responded,True
206,Washington,West,Small Market,79.0,140.0,232.0,92.0,61.0,30.0,1102.0,90.0,70.0,130.0,200.0,8,06/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,96,32,Female,25.43,4698.45,17,18,399.71,6,0,2,207,False,Ignored,True
206,Washington,West,Small Market,115.0,188.0,313.0,125.0,73.0,41.0,1119.0,130.0,90.0,160.0,250.0,8,10/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,97,33,Female,177.2,1270.54,6,66,291.37,9,4,3,223,False,Responded,False
206,Washington,West,Small Market,122.0,195.0,325.0,130.0,73.0,42.0,1134.0,120.0,120.0,180.0,300.0,8,11/01/10 00:00:00,Herbal Tea,Chamomile,Decaf,98,38,Male,100.01,2412.82,4,90,11.33,9,2,1,278,True,Responded,False
206,Washington,West,Small Market,180.0,195.0,346.0,130.0,74.0,42.0,945.0,120.0,110.0,170.0,280.0,8,02/01/11 00:00:00,Herbal Tea,Chamomile,Decaf,99,53,Female,110.43,1504.49,16,48,228.21,9,4,5,209,False,Ignored,True
206,Washington,West,Small Market,157.0,176.0,311.0,116.0,70.0,38.0,962.0,110.0,90.0,160.0,250.0,8,04/01/11 00:00:00,Herbal Tea,Chamomile,Decaf,100,41,Male,117.21,3681.83,14,87,309.19,2,3,2,147,False,Ignored,False
206,Washington,West,Small Market,181.0,195.0,346.0,130.0,73.0,42.0,1134.0,120.0,120.0,180.0,300.0,8,11/01/11 00:00:00,Herbal Tea,Chamomile,Decaf,101,33,Male,136.2,3878.23,9,43,110.51,5,1,3,353,True,Responded,True
206,Washington,West,Small Market,36.0,59.0,99.0,40.0,23.0,11.0,793.0,50.0,30.0,50.0,80.0,9,05/01/10 00:00:00,Herbal Tea,Lemon,Decaf,102,31,Other,82.07,9478.35,8,23,125.7,8,4,1,82,False,Ignored,True
206,Washington,West,Small Market,50.0,59.0,98.0,40.0,21.0,11.0,793.0,50.0,30.0,50.0,80.0,9,05/01/11 00:00:00,Herbal Tea,Lemon,Decaf,103,39,Other,38.2,2714.84,12,82,41.71,8,4,1,266,True,Ignored,False
